id_producto,categoria,descripcion,marca,cantidad_base,unidad_base,n_observaciones,origen,revisado
7622201808884,almacen.galletitas_dulces_envasadas,"GALLETITAS ANILLOS SURTIDOS, TERRABUSI, 170 GR",TERRABUSI,0.17,kg,1345,auto,no
7791324157633,almacen.galletitas_dulces_envasadas,GALLETITAS CHOCOLATE BLACK MINI PITUSAS X 130 GRS,PITUSAS,1,un,1320,auto,no
7790040143227,almacen.galletitas_dulces_envasadas,GALLETITAS CHOCOLATE CHOCOLINAS X 170 GRS,CHOCOLINAS,1,un,1311,auto,no
7790040153448,almacen.galletitas_dulces_envasadas,"GALLETITAS CHOCOLATE RELL.DDL, FORMIS, 90 GR",FORMIS,0.09,kg,1300,auto,no
7790040143241,almacen.galletitas_dulces_envasadas,GALLETITAS CHOCOLATE CHOCOLINAS X 100 GRS,CHOCOLINAS,1,un,1280,auto,no
7622201385255,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES, MANON, 182 GR",MANON,0.182,kg,1275,auto,no
7793450000128,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES HOJALMAR TRIANGULITOS PAQ 150 GRM,HOJALMAR,0.15,kg,1270,auto,no
7798360810034,almacen.galletitas_dulces_envasadas,GALLETITA KUKINA VAINILLA X180G CJA-180-GR.,KUKINA,0.00018,kg,1262,auto,no
7790040143258,almacen.galletitas_dulces_envasadas,GALLETITAS COCO COQUITAS X 177 GRS,COQUITAS,1,un,1258,auto,no
7798360810072,almacen.galletitas_dulces_envasadas,GALLETITA KUKINA ANILLOS VAINILLA X180G BSA-180-GR.,KUKINA,0.00018,kg,1246,auto,no
7792280006270,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES AVEN.C/PASAS D/UVA CACHAMAI PAQ 165 GRM,CACHAMATE,0.165,kg,1231,auto,no
0000077903501,almacen.galletitas_dulces_envasadas,"GALLETITAS OBLEAS, OPERA, 55 GR",OPERA,0.055,kg,1227,auto,no
7798181510786,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES PEPAS S/TACC, SMAMS, 150 GR",SMAMS,0.15,kg,1222,auto,no
7622201503963,almacen.galletitas_dulces_envasadas,GALLETITAS SURTIDAS DORADA VARIEDAD X 300 GRS,VARIEDAD,1,un,1189,auto,no
7790412000011,almacen.galletitas_dulces_envasadas,GALLETITAS LEIVA DULCES DE LECHE X260G PAQ-260-GR.,LEIVA,0.00026,kg,1171,auto,no
7622202241567,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES GRANOLA, CEREALITAS, 170 GR",CEREALITAS,0.17,kg,1159,auto,no
7891962072326,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS FRUTILLA BAUDUCCO X 108 GRS,BAUDUCCO,1,un,1136,auto,no
7798181510021,almacen.galletitas_dulces_envasadas,GALLETITAS S TACC VAINILLA RELL SMAMS X 105 GR,SMAMS,1,un,1135,auto,no
7798126071150,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES C/CHIPS CHOCOLATE, GAONA, 230 GR",GAONA,0.23,kg,1126,auto,no
7622201803285,almacen.galletitas_dulces_envasadas,GALLETITAS BANADAS CHOCOLATE TITA 5 X 19 GRS,TERRABUSI,1,un,1124,auto,no
7798360810010,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES SA,KUKINAS,0.18,kg,1103,auto,no
7798181511349,almacen.galletitas_dulces_envasadas,GALLETITAS C CHIPS CHOCOLATE SIN TACC X 120 GRS,SMAMS,1,un,1093,auto,no
7622201503987,almacen.galletitas_dulces_envasadas,GALLETITAS SURTIDAS CHOCOLA VARIEDAD X 300 GRS,VARIEDAD,1,un,1071,auto,no
7798048730395,almacen.galletitas_dulces_envasadas,GALLETITAS SURTIDAS,EDRA,0.3,kg,1055,auto,no
7891962072319,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES RELL. CHOCOLATE, BAUDUCCO, 108 GR",BAUDUCCO,0.108,kg,1039,auto,no
7622202241505,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES AVENA Y CHOCO, CEREALITAS, 170 GR",CEREALITAS,0.17,kg,1019,auto,no
7798343751484,almacen.galletitas_dulces_envasadas,GALLETITAS CACAO CHOCOLATE INTEGRA 72 GRS,INTEGRA,1,un,1018,auto,no
8480017320971,almacen.galletitas_dulces_envasadas,GALLETITAS SURTIDAS,DIA,0.39,kg,968,auto,no
7791324157527,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS C JALEA MINI PITUSAS X 140 GRS,PITUSAS,1,un,959,auto,no
7790380023432,almacen.galletitas_dulces_envasadas,GALLETITAS C CHIPS CHOCOLATE TODDY X 126 GRS,TODDY,1,un,951,auto,no
7622300335090,almacen.galletitas_dulces_envasadas,"GALLETITAS OBLEAS MINI RHODESIA, RHODESIA, 60 GR",RHODESIA,0.06,kg,890,auto,no
7798181511004,almacen.galletitas_dulces_envasadas,"GALLETITAS CON CHIPS DE CHOCOLATE, SMAMS, 150 GR",SMAMS,0.15,kg,887,auto,no
7791324157022,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS PITUSAS MINI VAINILLA PAQ 160 GRM,MINI PITUSAS,0.16,kg,867,auto,no
0000077903518,almacen.galletitas_dulces_envasadas,GALLETITAS OBLEAS OPERA X 92 GR. PAQ-92-GR.,OPERA,0.092,kg,853,auto,no
7622210745132,almacen.galletitas_dulces_envasadas,"CHOCOLATE BLANCO C/GALLETITAS OREO, MILKA, 55 GR",MILKA,0.055,kg,839,auto,no
7790040139770,almacen.galletitas_dulces_envasadas,GALLETITAS VAINILLA MIEL MELITAS X 159 GRS,MELITAS,1,un,819,auto,no
7790040133235,almacen.galletitas_dulces_envasadas,GALLETITAS CHOCOLATE RELL VAINILLA MANA X 152 GRS,MANA,1,un,809,auto,no
7622201504007,almacen.galletitas_dulces_envasadas,"GALLETITAS ANILLOS SURTIDOS, TERRABUSI, 300 GR",TERRABUSI,0.3,kg,805,auto,no
7790040133242,almacen.galletitas_dulces_envasadas,GALLETITAS VAINILLA RELL CHOCOLATE MANA X 152 GRS,MANA,1,un,805,auto,no
7622300335076,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES TERRABUSI HABANITOS PAQ 60 GRM,TERRABUSI,0.06,kg,795,auto,no
7798343751521,almacen.galletitas_dulces_envasadas,GALLETITAS CACAO CHOCOLATE INTEGRA X 200 GRS,INTEGRA,1,un,787,auto,no
7793450000159,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES HOJALMAR LARGUITAS PAQ 150 GRM,HOJALMAR,0.15,kg,778,auto,no
7798128410070,almacen.galletitas_dulces_envasadas,GALLETITAS S TACC LIMON AGLU CAJA X 150 GRS,AGLU,1,un,705,auto,no
7790045825395,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES FRUTIGRAN SEMILLAS LINO PAQ 240 GRM,FRUTIGRAN,0.24,kg,701,auto,no
7790045825401,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES FRUTIGRAN SEMILLAS GIRASOL PAQ 260 GRM,FRUTIGRAN,0.26,kg,691,auto,no
7790040139176,almacen.galletitas_dulces_envasadas,GALLETITAS VAINILLA RELL FRUTILLA POLVORITA X 81 G,POLVORITA,1,un,637,auto,no
7790040139183,almacen.galletitas_dulces_envasadas,GALLETITAS CHOCOLATE RELL VAI POLVORITA X 81 G,POLVORITA,1,un,636,auto,no
7791324157084,almacen.galletitas_dulces_envasadas,GALLETITAS RELL VAINILLA MOUSE MINI PITUSAS X 160G,PITUSAS,1,un,620,auto,no
7622202049033,almacen.galletitas_dulces_envasadas,GALLETITAS CHOCOLATE RELL CHOCO OREO X 118 GRS,OREO,1,un,617,auto,no
7791324156919,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES PAR NOR MANTECADAS BSA 170 GRM,PARNOR,0.17,kg,599,auto,no
7790040135758,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES CON SEMILLAS Y CH, CEREAL MIX, 207 GR",CEREAL MIX,0.207,kg,579,auto,no
7790040143548,almacen.galletitas_dulces_envasadas,GALLETITAS VAINILLA RELLE LIMON MELLIZAS X 110 GRS,MELLIZAS,1,un,558,auto,no
7793450000364,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES HOJALMAR PALMERITAS PAQ 150 GRM,HOJALMAR,0.15,kg,557,auto,no
7622202049057,almacen.galletitas_dulces_envasadas,"GALLETITAS CHOC RELL.MILKS.FRUTILLA, OREO, 118 GR",OREO,0.118,kg,538,auto,no
7798181510847,almacen.galletitas_dulces_envasadas,GALLETITAS SMAMS VAINILLA COLEGIAL X150 BSA-150-GR.,SMAMS,0.00015,kg,537,auto,no
7622300742676,almacen.galletitas_dulces_envasadas,GALLETITAS CHOCOLATE LINCOLN X 153 GRS,LINCOLN,1,un,533,auto,no
7790040151192,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES ACARAMELADAS, PORTEÑITAS, 417 GR",PORTEÑITAS,0.417,kg,531,auto,no
7622300742713,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES LINCOLN COCO PAQ 153 GRM,LINCOLN,0.153,kg,519,auto,no
7622202210051,almacen.galletitas_dulces_envasadas,GALLETITAS VAINILLA RELLENA MOUSSE MILKA X 124 GRS,MILKA,1,un,508,auto,no
7798181510267,almacen.galletitas_dulces_envasadas,"GALLETITAS SABOR FRUTILLA SIN TACC, SMAMS, 105 GR",SMAMS,0.105,kg,499,auto,no
7798082740107,almacen.galletitas_dulces_envasadas,"GALLETITAS ANILLOS SABOR COCO, TIA MARUCA, 250 GR",TIA MARUCA,0.25,kg,498,auto,no
7798181511011,almacen.galletitas_dulces_envasadas,GALLETITAS CON CHOCOLATE CHOCOSMAMS X 200 GRS,SMAMS,1,un,498,auto,no
7798181511219,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES SMAMS POLVORON VAINILLA BSA 130 GRM,SMAMS,0.13,kg,495,auto,no
7791787000644,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES TRIO PAQ-300-GR.,TRIO,0.3,kg,484,auto,no
7798181510014,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS SMAMS CHOCOLATE PAQ-105-GR.,SMAMS,0.105,kg,469,auto,no
7622202317187,almacen.galletitas_dulces_envasadas,"GALLETITAS MINI RELL. CHOCOLATE X4U, OREO, 258 GR",OREO,0.258,kg,467,auto,no
7791672014404,almacen.galletitas_dulces_envasadas,"GALLETITAS CHOCOLATE HOROSCOPO, FANTOCHE, 240 GR",FANTOCHE,0.24,kg,463,auto,no
7790040153509,almacen.galletitas_dulces_envasadas,GALLETITAS FORMIS CHOCOLATE 54GR PAQ-54-GR.,FORMIS,7e-05,kg,454,auto,no
7790380023487,almacen.galletitas_dulces_envasadas,GALLETITAS CON CHIPS CHOCOLATE MINI TODDY X 50 GRS,TODDY,1,un,448,auto,no
7791324157534,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS C MGUE MINI PITUSAS X 120 GRS,PITUSAS,1,un,443,auto,no
7622202219337,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS MINI OREO PAQ 150 GRM,OREO,0.15,kg,426,auto,no
7790263119597,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES C LECHE FORTI OKEBON X 273 GRS,OKEBON,1,un,422,auto,no
7798181511202,almacen.galletitas_dulces_envasadas,GALLETITAS S TACC POLVORON LIMON SMAMS X 120 GRS,SMAMS,1,un,415,auto,no
8000500227848,almacen.galletitas_dulces_envasadas,"GALLETITA RELLENA DE AVELLANA X6, NUTELLA B-READY, 136 GR",NUTELLA B-READY,0.136,kg,414,auto,no
7792184003382,almacen.galletitas_dulces_envasadas,GALLETITAS BISCOTTI DORY DULCES X100 GR PAQ-100-GR.,DORY,0.0001,kg,410,auto,no
7792180146588,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCE CON CANELA, 9 DE ORO, 160 GR",9 DE ORO,0.16,kg,404,auto,no
7622210277503,almacen.galletitas_dulces_envasadas,"CHOCOLATE C/LECHE C/GALLETITAS OREO, MILKA, 300 GR",MILKA,0.3,kg,402,auto,no
7622202824135,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS VAINILLA OREO GOLDEN X 258GRS,OREO,1,un,400,auto,no
7790263119610,almacen.galletitas_dulces_envasadas,GALLETITAS DULCE DE LECHE OKEBON X 273 GRS,OKEBON,1,un,396,auto,no
7790263119726,almacen.galletitas_dulces_envasadas,GALLETITAS VAINILLA GIROTONDO X 224 GRS,GIROTONDO,1,un,396,auto,no
7790263119702,almacen.galletitas_dulces_envasadas,"GALLETITAS PANAL CHOCOLATE, OKEBON, 247 GR",OKEBON,0.247,kg,380,auto,no
7798181511196,almacen.galletitas_dulces_envasadas,GALLETITAS S TACC POLVORON COCO SMAMS X 120 GRS,SMAMS,1,un,375,auto,no
7790040146389,almacen.galletitas_dulces_envasadas,GALLETITAS VAINILLA CLASICAS VOCACION X 141 GRS,VOCACION,1,un,372,auto,no
7790040153486,almacen.galletitas_dulces_envasadas,GALLETITAS FORMIS DULCE DE LECHE 54GR PAQ-54-GR.,FORMIS,7e-05,kg,366,auto,no
7790263119689,almacen.galletitas_dulces_envasadas,"GALLETITAS PANAL VAINILLA, OKEBON, 222 GR",OKEBON,0.222,kg,363,auto,no
7790580124250,almacen.galletitas_dulces_envasadas,"CHOCOLATE C/LECHE C/ GALLETITA RELL, COFLER EXTRA, 165 GR",COFLER EXTRA,0.165,kg,354,auto,no
7790040146143,almacen.galletitas_dulces_envasadas,GALLETITA RELL VAINILLA POLVORITA PAQUETE X 152GRM,POLVORITA,1,un,348,auto,no
7792180143464,almacen.galletitas_dulces_envasadas,GALLETITAS ANILLITOS VAINILLA 9 DE ORO X 180 GRS,9 DE ORO,1,un,322,auto,no
7791324156827,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES CHOCOLATE MOROCHITAS PAQ 140 GRM,PARNOR,0.14,kg,321,auto,no
7792180143488,almacen.galletitas_dulces_envasadas,GALLETITAS ANILLITOS COCO 9 DE ORO 180 GRS,9 DE ORO,1,un,320,auto,no
7790263119719,almacen.galletitas_dulces_envasadas,GALLETITAS VAINILLA C CHIPS GIROTONDO X 214 GRS,GIROTONDO,1,un,316,auto,no
7790040146877,almacen.galletitas_dulces_envasadas,GALLETITAS CHOCOLATE MACUCAS X 85 GRS,MACUCAS,1,un,311,auto,no
7791672001008,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES CHOCOLATE HOROSCOPO FANTOCHE PAQ 300 GRM,FANTOCHE,0.3,kg,310,auto,no
7622300335052,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES TERRABUSI SNACKY CUBANITOS PAQ 60 GRM,TERRABUSI,0.06,kg,301,auto,no
7798360810133,almacen.galletitas_dulces_envasadas,GALLETITA KUKINA CHIPS DE CHOCOLATE X80G CJA-80-GR.,KUKINA,8e-05,kg,295,auto,no
7792180136602,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES ANILLITOS VAINI, 9 DE ORO, 120 GR",9 DE ORO,0.12,kg,294,auto,no
7790040143623,almacen.galletitas_dulces_envasadas,"GALLETITAS VAINILLA PACK X3, VOCACION, 423 GR",VOCACION,0.423,kg,292,auto,no
7792180136619,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES ANILLITOS COCO, 9 DE ORO, 120 GR",9 DE ORO,0.12,kg,290,auto,no
7792180136626,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES ANILLITOS CHOCO, 9 DE ORO, 120 GR",9 DE ORO,0.12,kg,283,auto,no
7798181511257,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS SABOR LIMON X 105 GRS,SMAMS,1,un,281,auto,no
7790040153479,almacen.galletitas_dulces_envasadas,GALLETITAS FORMIS FRUTILLA 54GR PAQ-54-GR.,FORMIS,7e-05,kg,278,auto,no
7794903232219,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES PEPITAS YÜKA PAQ 150 GRM,YÜKA,0.15,kg,277,auto,no
7791324157435,almacen.galletitas_dulces_envasadas,GALLETITAS CHOCOLATE RELL VAINI PITUSAS X 300 GRS,PITUSAS,1,un,275,auto,no
7798181511240,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS SABOR MOUSE X 105 GRS,SMAMS,1,un,275,auto,no
7792180138491,almacen.galletitas_dulces_envasadas,GALLETITAS CHIPS CHOCOLAT,9 DE ORO,0.12,kg,268,auto,no
7790045824886,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES GRANIX SURTIDAS AVENA/MIEL PAQ 350 GR,GRANIX,0.35,kg,266,auto,no
7798187760130,almacen.galletitas_dulces_envasadas,GALLETITAS AVENA. COCO ZAFRAN 150G PAQ-150-GR.,ZAFRÁN,0.00015,kg,263,auto,no
7790263110839,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES C LECHE FORTI PLUS OKEBON X 165G,OKEBON,1,un,262,auto,no
7791324000052,almacen.galletitas_dulces_envasadas,GALLETITAS VAINILLA RELL FRUTILLA PITUSAS X300 GRS,PITUSAS,1,un,262,auto,no
7798308250427,almacen.galletitas_dulces_envasadas,GALLETITA HAPPY FOOD LIMÓN 120G PAQ-120-GR.,HAPPY FOOD,0.00012,kg,261,auto,no
7790040137820,almacen.galletitas_dulces_envasadas,GALLETITAS LIMON LIVIANAS MANA X 136 GRS,MANA,1,un,259,auto,no
7791376000970,almacen.galletitas_dulces_envasadas,"GALLETITAS ANILLOS SABOR VAINILLA, GOLD MUNDO, 250 GR",GOLD MUNDO,0.25,kg,238,auto,no
8008698008157,almacen.galletitas_dulces_envasadas,GALLETITAS SCHAR MINI SORRISI RELLENA PAQ-100-GR.,SCHAR,0.1,kg,237,auto,no
7794903232189,almacen.galletitas_dulces_envasadas,GALLETITAS S TACC C CHIPS CHOCOLATE YUKA X 150 GRS,YUKA,1,un,229,auto,no
7790263119603,almacen.galletitas_dulces_envasadas,GALLETITAS OKEBON LECHE CHOCOLATADA X273 PAQ-273-GR.,OKEBON,0.273,kg,227,auto,no
7791376000994,almacen.galletitas_dulces_envasadas,"GALLETITAS ANILLOS S/LIMON, GOLD MUNDO, 250 GR",GOLD MUNDO,0.25,kg,227,auto,no
7791787100030,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES TRIO PAQ-300-GR.,TRIO,0.3,kg,226,auto,no
7791672000735,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES SAB.MIEL FANTOCHE PAQ 300 GRM,FANTOCHE,0.3,kg,225,auto,no
7798184451352,almacen.galletitas_dulces_envasadas,GALLETITAS VEG VAINILLA 170G ANIMAL KIND PCK-170-GR.,ANIMAL KIND,0.00017,kg,204,auto,no
7798187760390,almacen.galletitas_dulces_envasadas,GALLETITAS ZAFRANITO CHOCOLATE X 150GR PAQ-150-GR.,ZAFRÁN,0.00015,kg,199,auto,no
7790263119696,almacen.galletitas_dulces_envasadas,"GALLETITAS PANAL COCO, OKEBON, 222 GR",OKEBON,0.222,kg,191,auto,no
7791568000719,almacen.galletitas_dulces_envasadas,GALLETITAS MINI PAMELA LIMON 180GR.,FIRENZE S.R.L.,0.18,kg,190,auto,no
7798054220811,almacen.galletitas_dulces_envasadas,"GALLETITAS PEPAS SURTIDAS, TEREPIN, 360 GR",TEREPIN,0.36,kg,190,auto,no
7791376000864,almacen.galletitas_dulces_envasadas,GALLETITAS C CHIPS CHOCOLATE GOLD MUNDO X 200 GRS,GOLD MUNDO,1,un,183,auto,no
7799044949699,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES C/AVENA Y CHIPS, LA ANONIMA, 186 GR",LA ANONIMA,0.186,kg,183,auto,no
7799044949705,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES C/AVENA Y PASAS, LA ANONIMA, 186 GR",LA ANONIMA,0.186,kg,181,auto,no
7790045827610,almacen.galletitas_dulces_envasadas,"GALLETITAS DUL.CHOCOLATE Y NARANJA, GRANIX, 150 GR",GRANIX,0.15,kg,180,auto,no
7799044058186,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES SABOR LECHE, BEST, 260 GR",BEST,0.26,kg,180,auto,no
7792052175456,almacen.galletitas_dulces_envasadas,GALLETITAS CON CHIPS DE CHOCOLATE 172GR PAQ-172-GR.,CUISINE & CO,0.172,kg,177,auto,no
7792180009517,almacen.galletitas_dulces_envasadas,GALLETITAS CON CHIPS CHOCOLATE 9 DE ORO X 180 GRS,9 DE ORO,1,un,177,auto,no
7791568000689,almacen.galletitas_dulces_envasadas,GALLETITAS MINI PAMELA COCO 180GR.,FIRENZE S.R.L.,0.18,kg,175,auto,no
7799044048736,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES CHOCOLATE, LA ANONIMA, 170 GR",LA ANONIMA,0.17,kg,169,auto,no
7790045000853,almacen.galletitas_dulces_envasadas,GALLETITAS GRANOVITA 140G. VAINILLA,CEAPE1,0.14,kg,167,auto,no
7790045000846,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES GRANIX LIMON 7 GRANOS GRANOVITA PAQ 140 GRM,GRANIX,0.14,kg,166,auto,no
7790040139916,almacen.galletitas_dulces_envasadas,GALLETITAS FORMIS DULCE DE LECHE 54GR PAQ-54-GR.,FORMIS,7e-05,kg,157,auto,no
7798128410285,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES AGLU X150GR VAINILLA PAQ-150-GR.,AGLU,0.18,kg,155,auto,no
7798128417802,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES AGLU X150GR VAINILLA PAQ-150-GR.,AGLU,0.18,kg,155,auto,no
7790040139909,almacen.galletitas_dulces_envasadas,GALLETITAS FORMIS CHOCOLATE 54GR PAQ-54-GR.,FORMIS,7e-05,kg,154,auto,no
7790045001218,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES FRUTIGRAN GRANIX AVEN/PAS.UVA PAQ 500 GR,FRUTIGRAN,0.5,kg,154,auto,no
7794903232233,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES COOKIE C/NARANJA YÜKA PAQ 150 GRM,YÜKA,0.15,kg,149,auto,no
7794903232196,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES COOKIE C/VAINILLA YÜKA PAQ 150 GRM,YÜKA,0.15,kg,147,auto,no
7798128410292,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES AGLU X150GR TAPAS PAQ-150-GR.,AGLU,0.18,kg,144,auto,no
7798128417819,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES AGLU X150GR TAPAS PAQ-150-GR.,AGLU,0.18,kg,144,auto,no
7794906020059,almacen.galletitas_dulces_envasadas,GALLETITAS KAPAC VAINILLA SIN GLUTEN EST-200-GR.,KAPAC,0.2,kg,133,auto,no
7891962056500,almacen.galletitas_dulces_envasadas,GALLETITA CUBO CHOCOLATE C LECHE BAUDUCCO X 80 GRS,BAUDUCCO,1,un,133,auto,no
7798126074717,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES C/CHIPS COLORES, GAONA, 200 GR",GAONA,0.2,kg,131,auto,no
7622201745523,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES CLASICAS, LINCOLN, 153 GR",LINCOLN,0.153,kg,130,auto,no
7798126074656,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES AVENA Y MIEL, SABORES DE LA V, 160 GR",SABORES DE LA V,0.16,kg,129,auto,no
7791568005608,almacen.galletitas_dulces_envasadas,GALLETITAS PAMELA AVENA Y COCO 180 GRS.,FIRENZE S.R.L.,0.18,kg,128,auto,no
7790045000860,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES GRANIX COCO 7 GRANOS GRANOVITA PAQ 140 GRM,GRANIX,0.14,kg,127,auto,no
0655257736631,almacen.galletitas_dulces_envasadas,GALLETITAS NINA SIN TACC DE VAINILLA C/A CJA-120-GR.,NINA,0.12,kg,125,auto,no
7790040139893,almacen.galletitas_dulces_envasadas,GALLETITAS FORMIS FRUTILLA 54GR PAQ-54-GR.,FORMIS,7e-05,kg,125,auto,no
7791568005615,almacen.galletitas_dulces_envasadas,GALLETITAS MINI PAMELA CHOCOLATE 180 GRS,FIRENZE S.R.L.,0.18,kg,125,auto,no
7622201386719,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES LINCOLN CLASICA PAQ 153 GRM,LINCOLN,0.153,kg,120,auto,no
7790263110921,almacen.galletitas_dulces_envasadas,GALLETITAS OKEBON DULCE DE LECHE X273GR PAQ-273-GR.,OKEBON,0.273,kg,120,auto,no
7841503001391,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES CON CHIPS ANILLOS MAZZEI PAQ 300 GRM,ANILLITOS,0.3,kg,117,auto,no
7798082742040,almacen.galletitas_dulces_envasadas,"GALLETITAS VAINI.RELL.S/FRUTILLA, TIA MARUCA, 160 GR",TIA MARUCA,0.16,kg,116,auto,no
7798082001086,almacen.galletitas_dulces_envasadas,GALLETITAS NATUZEN LIMON PAQ-200-GR.,NATUZEN,0.2,kg,115,auto,no
7790957001504,almacen.galletitas_dulces_envasadas,"GALLETITAS RELL.MOUSSE LIMON, JORGITO, 90 GR",JORGITO,0.09,kg,114,auto,no
7841503001414,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES SAB.COCO ANILLITOS MAZZEI PAQ 300 GRM,ANILLITOS,0.3,kg,113,auto,no
7790263110860,almacen.galletitas_dulces_envasadas,GALLETITAS OKEBON LECHE CHOCOLATADA X273 PAQ-273-GR.,OKEBON,0.273,kg,112,auto,no
7794906020042,almacen.galletitas_dulces_envasadas,GALLETITAS KAPAC CHOCOLATE SIN GLUTEN EST-200-GR.,KAPAC,0.2,kg,111,auto,no
7792184003184,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES SORIANO PEPAS PAQ 400 GRM,SORIANO,0.4,kg,109,auto,no
7792180143471,almacen.galletitas_dulces_envasadas,GALLETITAS DULCES ANILLOS SAB. CHOCO.9 DE ORO PAQ 180 GRM,9 DE ORO,0.18,kg,104,auto,no
7798139796927,almacen.galletitas_dulces_envasadas,GALLETITAS PET´S CLASS SURTIDO 75GR DOY-75-GR.,PET' S CLASS,0.075,kg,103,auto,no
7622201735272,almacen.galletitas_dulces_envasadas,GALLETITA CHOCOLATE REG,OREO,0.118,kg,97,auto,no
7791324000069,almacen.galletitas_dulces_envasadas,GALLETITAS RELLENAS PITUSAS LIMON PARNOR PAQ 160 GRM,PAR-NOR,0.16,kg,95,auto,no
7891962071169,almacen.galletitas_dulces_envasadas,"GALLETITAS DULCES CHOCOLATE C/CHIP, BAUDUCCO, 60 GR",BAUDUCCO,0.06,kg,95,auto,no
7791568000962,almacen.galletitas_dulces_envasadas,GALLETITAS PAMELA DE CHOCOLATE RELLENAS PCH-97-GR.,FIRENZE,0.097,kg,94,auto,no
7622202220517,almacen.galletitas_dulces_envasadas,MELBA GALLETITAS DULCES 65G,MELBA,0.0655,kg,93,auto,no
7791568000955,almacen.galletitas_dulces_envasadas,GALLETITAS PAMELA DE VAINILLA RELLENAS PCH-97-GR.,FIRENZE,0.097,kg,93,auto,no
7791568001044,almacen.galletitas_dulces_envasadas,GALLETITAS DE CHOCOLATE RELLENAS TRIPACK PCH-290-GR.,FIRENZE,0.29,kg,88,auto,no
7791568001037,almacen.galletitas_dulces_envasadas,GALLETITAS DE VAINILLA RELLENAS TRIPACK PCH-290-GR.,FIRENZE,0.29,kg,87,auto,no
0723540525955,almacen.galletitas_dulces_envasadas,GALLETITAS NINA SIN TACC LIMON Y JENGIBR CJA-120-GR.,NINA,0.12,kg,86,auto,no
7798187760383,almacen.galletitas_dulces_envasadas,GALLETITAS ZAFRANITO VAINILLA X 150GR PAQ-150-GR.,ZAFRÁN,0.00015,kg,78,auto,no
